index,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,day,month,year,Revenue
627,CAM5678 Video Chat,DATING,,0,39936,500,Free,0.0,Mature 17+,Dating,2018-07-13,5.5.8,4.0,13,7,2018,0.0
628,Video chat live advices,DATING,,0,8192,100,Free,0.0,Everyone,Dating,2018-07-10,1.0,3.0,10,7,2018,0.0
629,chat live chat,DATING,,24000000,3993,1000,Free,0.0,Mature 17+,Dating,2018-07-26,1.0,4.0,26,7,2018,0.0
630,Pet Lovers Dating,DATING,,0,14336,10,Free,0.0,Mature 17+,Dating,2018-07-09,1.0,4.1,9,7,2018,0.0
631,Friend Find: free chat + flirt dating app,DATING,,23000000,11264,100,Free,0.0,Mature 17+,Dating,2018-07-31,1.0,4.4,31,7,2018,0.0
632,Latin Dating,DATING,,0,13312,10,Free,0.0,Mature 17+,Dating,2018-07-09,1.0,4.1,9,7,2018,0.0
633,Spine- The dating app,DATING,5.0,5000000,9523,500,Free,0.0,Teen,Dating,2018-07-14,4.0,4.0,14,7,2018,0.0
634,Online Chat Girls Meet,DATING,4.7,18000000,5120,500,Free,0.0,Mature 17+,Dating,2018-07-25,8.2,4.0,25,7,2018,0.0
635,Wifi Mingle,DATING,,0,10240,10,Free,0.0,Everyone,Dating,2018-07-27,1.3,4.4,27,7,2018,0.0
636,Girls Live Talk - Free Text and Video Chat,DATING,5.0,6000000,5120,100,Free,0.0,Mature 17+,Dating,2018-08-01,8.2,4.0,1,8,2018,0.0
637,Soy Luna - Top Music And Lyrics,DATING,,1000000,5120,100,Free,0.0,Teen,Dating,2018-07-24,1.0,4.0,24,7,2018,0.0
638,When Will You Get Married,DATING,,2000000,3686,10,Free,0.0,Everyone,Dating,2018-07-14,1.0,4.0,14,7,2018,0.0
639,HOW TO ASK A GIRL OUT,DATING,,0,19456,10,Free,0.0,Everyone,Dating,2018-07-16,1.0,4.0,16,7,2018,0.0
640,Online Girls Chat Group,DATING,5.0,5000000,5120,100,Free,0.0,Mature 17+,Dating,2018-08-02,8.2,4.0,2,8,2018,0.0
641,The DJ - Match with People,DATING,,0,10035,50,Free,0.0,Mature 17+,Dating,2018-08-02,1.2,4.1,2,8,2018,0.0
642,Toronto Dating,DATING,,0,14336,100,Free,0.0,Mature 17+,Dating,2018-07-12,1.0,4.1,12,7,2018,0.0
643,i miss you quotes and photos,DATING,,0,5120,100,Free,0.0,Everyone,Dating,2018-07-22,1.0.7,4.0,22,7,2018,0.0
644,JoJo Siwa Top Hits Music,DATING,,0,5017,10,Free,0.0,Teen,Dating,2018-07-26,1.0,4.0,26,7,2018,0.0
645,UK Girls Mobile Numbers,DATING,3.0,1000000,5632,500,Free,0.0,Mature 17+,Dating,2018-07-19,1.0,4.0,19,7,2018,0.0
646,chat saudi arabia,DATING,4.1,11000000,11264,1000,Free,0.0,Mature 17+,Dating,2018-07-14,1.1,4.0,14,7,2018,0.0
647,Chat Click - Dating Search,DATING,,4000000,3891,500,Free,0.0,Mature 17+,Dating,2018-07-11,1.0,3.0,11,7,2018,0.0
648,Iraq love chat,DATING,,14000000,5120,50,Free,0.0,Teen,Dating,2018-08-03,8.2,4.0,3,8,2018,0.0
649,Healthy Relationships Guide,DATING,,0,8396,1,Free,0.0,Everyone,Dating,2018-07-31,2.0,4.0,31,7,2018,0.0
650,following,DATING,,1000000,21504,10,Free,0.0,Mature 17+,Dating,2018-07-24,1.0.3,4.2,24,7,2018,0.0
651,Gods by Night,DATING,,104000000,12288,1000,Free,0.0,Mature 17+,Dating,2018-07-22,3.5.4.2.3,4.1,22,7,2018,0.0
652,PlusOne,DATING,,0,10240,1,Free,0.0,Mature 17+,Dating,2018-07-17,1.1.1,4.2,17,7,2018,0.0
653,Love Calendar - Couple Sharing Calendar & CoupleDay,DATING,,14000000,3379,50,Free,0.0,Everyone,Dating,2018-07-30,1.6,4.1,30,7,2018,0.0
654,Speeding Joyride & Car Meet App,DATING,5.0,3000000,25600,100,Free,0.0,Mature 17+,Dating,2018-07-20,1.2.9,4.1,20,7,2018,0.0
655,LOBSTR - go on a lunch date,DATING,3.7,101000000,15360,10000,Free,0.0,Mature 17+,Dating,2018-07-24,2,4.1,24,7,2018,0.0
656,Titanic App - Feminist Dating Application,DATING,4.5,120000000,10240,500,Free,0.0,Mature 17+,Dating,2018-08-04,1.5-beta,5.0,4,8,2018,0.0
657,French Chat Room,DATING,4.2,24000000,5017,1000,Free,0.0,Mature 17+,Dating,2018-07-11,1.0,4.0,11,7,2018,0.0
658,Soul Mate,DATING,,0,4505,10,Free,0.0,Mature 17+,Dating,2018-07-19,4.5.0,4.0,19,7,2018,0.0
659,Diamond Engagement Rings,DATING,,0,3584,5,Free,0.0,Everyone,Dating,2018-07-12,6.1,4.0,12,7,2018,0.0
660,Dating Tips For Men,DATING,,0,7987,10,Free,0.0,Everyone,Dating,2018-07-09,3.0,4.0,9,7,2018,0.0
661,Halalguur,DATING,4.3,6000000,9216,100,Free,0.0,Mature 17+,Dating,2018-07-26,3.7,4.0,26,7,2018,0.0
669,Find Lover,DATING,,21000000,4812,1000,Free,0.0,Mature 17+,Dating,2018-07-27,1.0.2,4.0,27,7,2018,0.0
675,"2Date Dating App, Love and matching",DATING,4.4,41605000000,8294,500000,Free,0.0,Mature 17+,Dating,2018-07-26,4.813,4.0,26,7,2018,0.0
684,Teenage Chat & Dating,DATING,3.4,5000000,14336,500,Free,0.0,Mature 17+,Dating,2018-07-09,1.2,4.1,9,7,2018,0.0
686,Girls Online Talk - Free Text and Video Chat,DATING,4.7,791000000,3788,10000,Free,0.0,Mature 17+,Dating,2018-05-15,8.2,4.0,15,5,2018,0.0
688,Online Girls Chat,DATING,4.8,5323000000,3584,50000,Free,0.0,Mature 17+,Dating,2018-04-21,8.2,4.0,21,4,2018,0.0
689,LIVE VIDEO TALK,DATING,4.7,478000000,4608,10000,Free,0.0,Mature 17+,Dating,2018-06-28,8.2,4.0,28,6,2018,0.0
691,SkyLove – Dating and chat,DATING,3.5,69000000,36864,5000,Free,0.0,Mature 17+,Dating,2018-08-04,1.0.82,4.4,4,8,2018,0.0
692,Free Live Talk-Video Call,DATING,4.7,158000000,4608,10000,Free,0.0,Mature 17+,Dating,2018-07-05,8.2,4.0,5,7,2018,0.0
693,FindLoving,DATING,3.8,24000000,19456,1000,Free,0.0,Mature 17+,Dating,2018-08-02,1.0.5,4.0,2,8,2018,0.0
694,Sugar Daddies Dating App,DATING,2.9,53000000,14336,10000,Free,0.0,Mature 17+,Dating,2018-07-10,4.1,4.1,10,7,2018,0.0
698,"Chat Mexico: meet people, flirt and friendship",DATING,,8000000,9523,5000,Free,0.0,Mature 17+,Dating,2018-07-02,3.7,4.0,2,7,2018,0.0
700,TED,EDUCATION,4.6,181893000000,18432,10000000,Free,0.0,Everyone 10+,Education,2018-07-27,3.2.5,4.1,27,7,2018,0.0
701,English Communication - Learn English for Chinese (Learn English for Chinese),EDUCATION,4.7,2544000000,18432,100000,Free,0.0,Everyone,Education,2017-12-29,3.1,4.0,29,12,2017,0.0
702,Khan Academy,EDUCATION,4.6,85375000000,21504,5000000,Free,0.0,Everyone,Education,2018-07-27,5.0.0,4.1,27,7,2018,0.0
703,Learn English with Wlingua,EDUCATION,4.7,314299000000,3379,10000000,Free,0.0,Everyone,Education,2018-05-02,1.94.9,4.0,2,5,2018,0.0
704,Ai La Trieu Phu - ALTP Free,EDUCATION,,776000000,24576,100000,Free,0.0,Everyone,Education,2018-07-23,1.5,4.0,23,7,2018,0.0
705,Princess Coloring Book,EDUCATION,4.5,9770000000,39936,5000000,Free,0.0,Everyone,Education;Creativity,2018-02-25,1.2.8,4.0,25,2,2018,0.0
706,Learn Spanish - Español,EDUCATION,4.7,32346000000,3276,1000000,Free,0.0,Everyone,Education,2017-12-18,1.3.8,4.0,18,12,2017,0.0
707,English Grammar Test,EDUCATION,4.8,4075000000,5222,500000,Free,0.0,Everyone,Education,2018-06-22,2.1.8,4.0,22,6,2018,0.0
708,Speed Reading,EDUCATION,4.6,10611000000,11264,500000,Free,0.0,Everyone,Education,2018-05-27,2.3.7,4.0,27,5,2018,0.0
709,English for beginners,EDUCATION,4.6,9321000000,27648,1000000,Free,0.0,Everyone,Education,2018-07-18,2.9.0,4.0,18,7,2018,0.0
710,Flame - درب عقلك يوميا,EDUCATION,4.6,56065000000,37888,1000000,Free,0.0,Everyone,Education,2018-07-26,3.3,4.1,26,7,2018,0.0
712,"Learn Japanese, Korean, Chinese Offline & Free",EDUCATION,4.9,133136000000,26624,1000000,Free,0.0,Everyone,Education;Education,2018-07-20,2.16.11.10,4.2,20,7,2018,0.0
715,Dinosaurs Coloring Pages,EDUCATION,4.4,390000000,41984,500000,Free,0.0,Everyone,Education;Education,2018-02-03,1.1.6,4.0,3,2,2018,0.0
716,Cars Coloring Pages,EDUCATION,4.4,1090000000,50176,1000000,Free,0.0,Everyone,Education;Creativity,2018-02-03,1.2.0,4.0,3,2,2018,0.0
717,Babbel – Learn Languages,EDUCATION,4.3,266948000000,21504,10000000,Free,0.0,Everyone,Education,2018-07-30,20.7.2,4.4,30,7,2018,0.0
718,Math Tricks,EDUCATION,4.5,342918000000,8294,10000000,Free,0.0,Everyone,Education,2018-07-29,2.24,4.0,29,7,2018,0.0
719,Monster Truck Driver & Racing,EDUCATION,4.4,748000000,52224,1000000,Free,0.0,Everyone,Education;Action & Adventure,2017-01-19,1.0.9,2.3,19,1,2017,0.0
720,Learn English Words Free,EDUCATION,4.6,172640000000,14336,5000000,Free,0.0,Everyone,Education,2018-05-02,2.6.2,4.1,2,5,2018,0.0
721,Japanese / English one-shop search dictionary - Free Japanese - English - Japanese dictionary application,EDUCATION,3.9,61000000,18432,50000,Free,0.0,Mature 17+,Education,2018-05-28,1.4.2,5.0,28,5,2018,0.0
722,English speaking texts,EDUCATION,4.4,1619000000,3072,1000000,Free,0.0,Everyone,Education,2018-07-20,1.2,1.6,20,7,2018,0.0
723,Thai Handwriting,EDUCATION,4.3,3168000000,19456,1000000,Free,0.0,Everyone,Education,2017-10-26,3.1,4.4,26,10,2017,0.0
725,Kanji test · Han search Kanji training (free version),EDUCATION,4.2,6736000000,22528,1000000,Free,0.0,Mature 17+,Education,2017-10-17,2.51.0,4.0,17,10,2017,0.0
726,Game for KIDS: KIDS match'em,EDUCATION,4.4,7005000000,7065,1000000,Free,0.0,Everyone,Education,2016-10-23,1.17,2.3,23,10,2016,0.0
727,Flippy Campus - Buy & sell on campus at a discount,EDUCATION,4.0,889000000,7577,500000,Free,0.0,Everyone,Education,2018-03-09,2.2.4,4.2,9,3,2018,0.0
728,Free intellectual training game application |,EDUCATION,4.2,5741000000,86016,1000000,Free,0.0,Everyone,Education;Pretend Play,2018-07-25,3.7.0,4.4,25,7,2018,0.0
729,ABC Preschool Free,EDUCATION,3.8,27572000000,25600,5000000,Free,0.0,Everyone,Education;Education,2017-10-25,3.0,2.3,25,10,2017,0.0
730,PINKFONG Baby Shark,EDUCATION,4.5,10852000000,18432,1000000,Free,0.0,Everyone,Education,2017-11-28,10,4.1,28,11,2017,0.0
732,Learn English for beginners,EDUCATION,4.5,1929000000,2560,500000,Free,0.0,Everyone,Education,2017-09-28,1.1,2.3,28,9,2017,0.0
733,Listen and learn English in seven days,EDUCATION,4.3,1516000000,3993,100000,Free,0.0,Everyone,Education,2018-07-28,3.1,4.1,28,7,2018,0.0
735,Learn English from Persian: Persian to English,EDUCATION,4.3,423000000,21504,100000,Free,0.0,Everyone,Education,2018-04-03,6.0,4.0,3,4,2018,0.0
736,English with Lingualeo,EDUCATION,4.7,254519000000,27648,5000000,Free,0.0,Everyone,Education,2018-07-20,2.8.1,4.1,20,7,2018,0.0
741,Udemy - Online Courses,EDUCATION,4.5,99020000000,18432,1000000,Free,0.0,Everyone,Education,2018-08-02,5.0.4,5.0,2,8,2018,0.0
743,"edX - Online Courses by Harvard, MIT & more",EDUCATION,4.6,32381000000,10240,1000000,Free,0.0,Everyone 10+,Education,2018-07-15,2.15.1,4.1,15,7,2018,0.0
748,Memorado - Brain Games,EDUCATION,4.4,56897000000,99328,1000000,Free,0.0,Everyone,Education;Brain Games,2017-01-16,1.10.0,4.1,16,1,2017,0.0
749,Lynda - Online Training Videos,EDUCATION,4.2,8599000000,17408,1000000,Free,0.0,Everyone,Education,2018-07-11,4.9.10,4.1,11,7,2018,0.0
752,Quiz&Learn Python,EDUCATION,4.0,304000000,2048,10000,Free,0.0,Everyone,Education,2016-07-04,1.3.0,4.0,4,7,2016,0.0
753,C++ Tutorials,EDUCATION,4.1,358000000,1945,50000,Free,0.0,Everyone,Education,2014-08-21,1.1,2.3,21,8,2014,0.0
754,C++ Programming,EDUCATION,4.3,11904000000,1843,1000000,Free,0.0,Everyone,Education,2015-08-22,2.0,2.3,22,8,2015,0.0
755,C Programming,EDUCATION,4.3,22251000000,1843,1000000,Free,0.0,Everyone,Education,2015-06-28,3.0,2.3,28,6,2015,0.0
756,Udacity - Lifelong Learning,EDUCATION,4.3,22384000000,17408,1000000,Free,0.0,Everyone,Education,2018-07-31,4.7.0,5.0,31,7,2018,0.0
758,Learn C++,EDUCATION,4.6,73404000000,5427,1000000,Free,0.0,Everyone,Education,2017-12-25,4.5.2,4.0,25,12,2017,0.0
760,Learn JavaScript,EDUCATION,4.6,25183000000,5529,1000000,Free,0.0,Everyone,Education,2017-12-25,5.7.2,4.0,25,12,2017,0.0
761,Learn Java,EDUCATION,4.7,52743000000,5529,1000000,Free,0.0,Everyone,Education,2017-12-25,3.5.2,4.0,25,12,2017,0.0
762,Learn HTML,EDUCATION,4.7,61749000000,5529,1000000,Free,0.0,Everyone,Education,2017-12-25,5.5.2,4.0,25,12,2017,0.0
763,"Programming Hub, Learn to code",EDUCATION,4.3,55704000000,15360,1000000,Free,0.0,Everyone,Education,2018-08-04,4.2.8,4.1,4,8,2018,0.0
764,Learn SQL,EDUCATION,4.7,19277000000,5427,1000000,Free,0.0,Everyone,Education,2017-12-25,3.4.2,4.0,25,12,2017,0.0
765,Ready4 SAT (Prep4 SAT),EDUCATION,4.6,13612000000,49152,100000,Free,0.0,Everyone,Education,2018-05-10,7.2.3633,4.4,10,5,2018,0.0
766,Socratic - Math Answers & Homework Help,EDUCATION,4.6,37862000000,5529,1000000,Free,0.0,Everyone,Education,2018-06-07,1.8.1,4.1,7,6,2018,0.0
767,Ready4 GMAT (Prep4 GMAT),EDUCATION,4.6,18372000000,48128,100000,Free,0.0,Everyone,Education,2018-05-21,7.2.3634,4.4,21,5,2018,0.0
768,Pocket GMAT Math,EDUCATION,4.3,656000000,556,10000,Free,0.0,Everyone,Education,2014-07-11,1.1,2.2,11,7,2014,0.0
769,GMAT Question Bank,EDUCATION,4.2,240000000,29696,10000,Free,0.0,Everyone,Education,2015-04-29,1.2.0,2.3,29,4,2015,0.0
770,GRE Tutor,EDUCATION,4.0,275000000,2355,50000,Free,0.0,Everyone,Education,2013-12-02,2.9,2.1,2,12,2013,0.0
772,"play2prep: ACT, SAT prep",EDUCATION,4.2,3692000000,4505,100000,Free,0.0,Everyone,Education,2015-07-23,4.1.3,2.3,23,7,2015,0.0
773,SAT Test,EDUCATION,4.1,2363000000,6758,100000,Free,0.0,Everyone,Education,2016-11-17,2.48,4.0,17,11,2016,0.0
775,Pocket SAT Math,EDUCATION,4.0,430000000,526,10000,Free,0.0,Everyone,Education,2014-07-11,1.2,2.1,11,7,2014,0.0
776,TOEFL Prep & Practice from Magoosh,EDUCATION,4.5,756000000,12288,100000,Free,0.0,Everyone,Education,2018-06-18,3.2.0,4.1,18,6,2018,0.0
778,GRE® Flashcards by Kaplan,EDUCATION,4.0,316000000,29696,50000,Free,0.0,Everyone,Education,2017-02-15,1.4,4.0,15,2,2017,0.0
790,Rosetta Stone: Learn to Speak & Read New Languages,EDUCATION,4.5,172505000000,77824,5000000,Free,0.0,Everyone,Education;Education,2018-06-27,5.2.1,5.0,27,6,2018,0.0
795,LinkedIn Learning: Online Courses to Learn Skills,EDUCATION,4.6,7973000000,18432,1000000,Free,0.0,Everyone,Education,2018-07-27,0.29.74,4.4,27,7,2018,0.0
798,Free english course,EDUCATION,4.7,142632000000,7065,5000000,Free,0.0,Everyone,Education,2018-07-12,2.8,4.1,12,7,2018,0.0
800,Learn 50 languages,EDUCATION,4.4,55256000000,14336,5000000,Free,0.0,Everyone,Education,2018-06-19,10.9.1,4.0,19,6,2018,0.0
802,Babbel – Learn Spanish,EDUCATION,4.4,54798000000,11264,1000000,Free,0.0,Everyone,Education,2018-07-30,20.7.2,4.4,30,7,2018,0.0
803,Mango Languages: Lovable Language Courses,EDUCATION,4.0,4815000000,19456,500000,Free,0.0,Everyone,Education,2018-07-17,4.2.3,4.2,17,7,2018,0.0
804,Learn English with Aco,EDUCATION,4.6,75112000000,6656,1000000,Free,0.0,Everyone,Education,2017-11-11,2.09,4.1,11,11,2017,0.0
805,Learn to Speak English,EDUCATION,4.4,33646000000,7168,1000000,Free,0.0,Everyone,Education,2018-07-15,2.3.9,4.0,15,7,2018,0.0
808,"busuu: Learn Languages - Spanish, English & More",EDUCATION,4.3,206527000000,21504,10000000,Free,0.0,Everyone 10+,Education,2018-08-01,13.9.0.161,5.0,1,8,2018,0.0
810,Study Checker,EDUCATION,4.2,3816000000,2662,500000,Free,0.0,Everyone,Education,2016-05-04,3.6.0.115_FN,2.3,4,5,2016,0.0
811,My Study Life - School Planner,EDUCATION,4.3,47847000000,21504,1000000,Free,0.0,Everyone,Education,2017-06-13,6.1.3,4.0,13,6,2017,0.0
812,HomeWork,EDUCATION,4.3,16195000000,5324,1000000,Free,0.0,Everyone,Education,2016-09-20,8.5.2,4.0,20,9,2016,0.0
813,Next Gen Science Standards,EDUCATION,4.3,206000000,18432,50000,Free,0.0,Everyone,Education,2016-12-20,1.12.1,2.3,20,12,2016,0.0
815,Teacher's Gradebook - Additio,EDUCATION,4.2,3241000000,16384,100000,Free,0.0,Everyone,Education,2018-08-01,4.8.2,4.0,1,8,2018,0.0
816,Common Core,EDUCATION,4.0,835000000,15360,100000,Free,0.0,Everyone,Education,2016-12-20,2.3.1,2.3,20,12,2016,0.0
817,Homework Planner,EDUCATION,4.0,2525000000,1228,100000,Free,0.0,Everyone,Education,2015-01-11,15.9.4,4.0,11,1,2015,0.0
820,Edmodo,EDUCATION,4.1,200058000000,18432,10000000,Free,0.0,Everyone,Education,2018-07-20,9.12.5,4.0,20,7,2018,0.0
821,Socrative Teacher,EDUCATION,3.9,1239000000,1843,100000,Free,0.0,Everyone,Education,2016-07-29,4.4.1,3.2,29,7,2016,0.0
822,Training schedule - AllUniver,EDUCATION,4.1,702000000,7782,10000,Free,0.0,Everyone,Education,2017-10-16,5.0,4.4,16,10,2017,0.0
825,ClassDojo,EDUCATION,4.4,148550000000,60416,10000000,Free,0.0,Everyone,Education;Education,2018-08-03,4.21.1,4.1,3,8,2018,0.0
827,Lerni. Learn languages.,EDUCATION,4.0,3847000000,7065,500000,Free,0.0,Everyone,Education,2017-10-25,3.1.3,3.0,25,10,2017,0.0
829,"HelloTalk — Chat, Speak & Learn Foreign Languages",EDUCATION,4.4,84309000000,41984,5000000,Free,0.0,Everyone,Education,2018-07-25,2.6.6,4.1,25,7,2018,0.0
834,Innovative: Learn 34 Languages,EDUCATION,4.5,14206000000,21504,500000,Free,0.0,Everyone,Education,2018-07-26,1.16,3.0,26,7,2018,0.0
837,Chegg Study - Homework Help,EDUCATION,4.3,14700000000,21504,1000000,Free,0.0,Everyone,Education,2018-07-30,5.7.0,4.4,30,7,2018,0.0
841,EasyBib: Citation Generator,EDUCATION,3.5,1405000000,7475,100000,Free,0.0,Everyone,Education,2018-03-29,2.4.4,4.0,29,3,2018,0.0
848,SoloLearn: Learn to Code for Free,EDUCATION,4.8,256079000000,7782,1000000,Free,0.0,Teen,Education,2018-07-12,2.2.4,4.0,12,7,2018,0.0
850,Blinkist - Nonfiction Books,EDUCATION,4.1,16103000000,13312,1000000,Free,0.0,Everyone,Education,2018-07-31,5.7.1,4.1,31,7,2018,0.0
851,Sago Mini Hat Maker,EDUCATION,4.9,11000000,64512,1000,Paid,3.99,Everyone,Education;Pretend Play,2017-07-24,1.0,4.0,24,7,2017,3990.0
852,Fuzzy Numbers: Pre-K Number Foundation,EDUCATION,4.7,21000000,45056,1000,Paid,5.99,Everyone,Education;Education,2017-07-21,1.3,4.1,21,7,2017,5990.0
853,Toca Life: City,EDUCATION,4.7,31085000000,24576,500000,Paid,3.99,Everyone,Education;Pretend Play,2018-07-06,1.5-play,4.4,6,7,2018,1995000.0
854,Toca Life: Hospital,EDUCATION,4.7,3528000000,24576,100000,Paid,3.99,Everyone,Education;Pretend Play,2018-06-12,1.1.1-play,4.4,12,6,2018,399000.0
856,Complete Spanish Movies,ENTERTAINMENT,4.0,11656000000,4608,1000000,Free,0.0,Everyone,Entertainment,2018-01-20,1.02,4.0,20,1,2018,0.0
858,Tubi TV - Free Movies & TV,ENTERTAINMENT,4.3,296771000000,11264,10000000,Free,0.0,Teen,Entertainment,2018-07-15,2.13.5,4.1,15,7,2018,0.0
860,Mobile TV,ENTERTAINMENT,3.5,10939000000,4710,10000000,Free,0.0,Everyone,Entertainment,2016-04-28,2.05.0010,5.0,28,4,2016,0.0
863,Motorola Spotlight Player™,ENTERTAINMENT,4.6,22508000000,3379,10000000,Free,0.0,Everyone,Entertainment,2015-07-16,v1.8b22p13,4.2,16,7,2015,0.0
864,Vigo Lite,ENTERTAINMENT,4.2,10291000000,6656,5000000,Free,0.0,Teen,Entertainment,2018-08-04,3.7.3,4.0,4,8,2018,0.0
868,The green alien dance,ENTERTAINMENT,3.8,6979000000,12288,1000000,Free,0.0,Everyone,Entertainment,2018-07-05,1.03,4.0,5,7,2018,0.0
870,H TV,ENTERTAINMENT,4.3,103078000000,5734,5000000,Free,0.0,Everyone,Entertainment,2018-07-05,4.6.2,2.3,5,7,2018,0.0
871,StarTimes - Live International Champions Cup,ENTERTAINMENT,4.4,17682000000,9932,1000000,Free,0.0,Everyone,Entertainment,2018-08-03,5.2,4.0,3,8,2018,0.0
872,Cinematic Cinematic,ENTERTAINMENT,4.4,37000000000,15360,1000000,Free,0.0,Mature 17+,Entertainment,2018-06-21,4.0.5,4.1,21,6,2018,0.0
874,Talking Angela,ENTERTAINMENT,3.7,1828284000000,53248,100000000,Free,0.0,Everyone,Entertainment,2018-07-12,2.8.2,4.1,12,7,2018,0.0
877,Radio Javan,ENTERTAINMENT,4.4,46916000000,4608,1000000,Free,0.0,Everyone,Entertainment,2018-07-18,7.3,4.2,18,7,2018,0.0
879,Talking Ginger 2,ENTERTAINMENT,4.2,702975000000,50176,50000000,Free,0.0,Everyone,Entertainment,2018-07-05,2.6.6.11,4.1,5,7,2018,0.0
880,Girly Lock Screen Wallpaper with Quotes,ENTERTAINMENT,4.2,32458000000,18432,5000000,Free,0.0,Everyone,Entertainment,2018-06-19,2.2,4.1,19,6,2018,0.0
881,No.Draw - Colors by Number 2018,ENTERTAINMENT,4.5,235496000000,13312,10000000,Free,0.0,Everyone,Entertainment;Brain Games,2018-07-29,1.2.0,4.1,29,7,2018,0.0
882,🔥 Football Wallpapers 4K | Full HD Backgrounds 😍,ENTERTAINMENT,4.7,11661000000,4096,1000000,Free,0.0,Everyone,Entertainment,2018-07-14,1.1.3.2,4.0,14,7,2018,0.0
883,"Movies by Flixster, with Rotten Tomatoes",ENTERTAINMENT,4.5,653008000000,16384,10000000,Free,0.0,Everyone,Entertainment,2018-06-20,9.1.4,4.4,20,6,2018,0.0
884,Low Poly – Puzzle art game,ENTERTAINMENT,4.5,23063000000,17408,1000000,Free,0.0,Everyone,Entertainment;Brain Games,2018-08-03,1.0.9,4.1,3,8,2018,0.0
886,Amazon Prime Video,ENTERTAINMENT,4.2,411683000000,24576,50000000,Free,0.0,Teen,Entertainment,2018-08-02,3.0.231.18141,4.1,2,8,2018,0.0
890,Ziggo GO,ENTERTAINMENT,4.1,29690000000,79872,1000000,Free,0.0,Teen,Entertainment,2018-08-03,2.3.34 Prod,4.3,3,8,2018,0.0
892,PlayStation App,ENTERTAINMENT,4.2,613059000000,25600,50000000,Free,0.0,Everyone,Entertainment,2018-07-26,18.07.0,4.1,26,7,2018,0.0
893,Talking Ben the Dog,ENTERTAINMENT,4.3,1633682000000,58368,100000000,Free,0.0,Everyone,Entertainment,2018-07-03,3.5.2.2,4.1,3,7,2018,0.0
895,Trailer Addict Movie Trailers,ENTERTAINMENT,3.9,2646000000,9318,100000,Free,0.0,Teen,Entertainment,2018-02-14,2.2.0,4.2,14,2,2018,0.0
896,Cinemark Theatres,ENTERTAINMENT,4.1,21867000000,39936,1000000,Free,0.0,Teen,Entertainment,2018-07-12,2.19.0,5.0,12,7,2018,0.0
900,Marcus Theatres,ENTERTAINMENT,3.6,2639000000,8704,100000,Free,0.0,Everyone,Entertainment,2018-02-07,2.9.43,6.0,7,2,2018,0.0
901,Harkins Theatres,ENTERTAINMENT,4.3,1511000000,12288,100000,Free,0.0,Everyone,Entertainment,2018-06-11,2.1.1,4.1,11,6,2018,0.0
902,AMC Theatres,ENTERTAINMENT,4.3,44550000000,73728,1000000,Free,0.0,Everyone,Entertainment,2018-07-18,6.18.3,5.0,18,7,2018,0.0
907,Animal Planet GO,ENTERTAINMENT,4.2,2442000000,9830,100000,Free,0.0,Teen,Entertainment,2018-07-24,2.9.4,4.1,24,7,2018,0.0
909,DramaFever: Stream Asian Drama Shows & Movies,ENTERTAINMENT,4.2,155234000000,22528,1000000,Free,0.0,Teen,Entertainment,2018-08-01,01.01.66,4.4,1,8,2018,0.0
911,Investigation Discovery GO,ENTERTAINMENT,4.5,12216000000,13312,1000000,Free,0.0,Teen,Entertainment,2018-07-24,2.9.4,4.1,24,7,2018,0.0
913,CBS - Full Episodes & Live TV,ENTERTAINMENT,3.8,92058000000,12288,10000000,Free,0.0,Teen,Entertainment,2018-07-20,4.8.6,4.1,20,7,2018,0.0
915,Acorn TV: World-class TV from Britain and Beyond,ENTERTAINMENT,3.0,493000000,23552,50000,Free,0.0,Everyone,Entertainment,2018-06-15,2.0.0,4.4,15,6,2018,0.0
916,HISTORY: Watch TV Show Full Episodes & Specials,ENTERTAINMENT,4.1,33387000000,20480,1000000,Free,0.0,Teen,Entertainment,2018-07-16,3.1.4,4.4,16,7,2018,0.0
917,Nick,ENTERTAINMENT,4.2,123279000000,25600,10000000,Free,0.0,Everyone 10+,Entertainment;Music & Video,2018-01-24,2.0.8,4.4,24,1,2018,0.0
918,VH1,ENTERTAINMENT,4.1,27424000000,17408,1000000,Free,0.0,Teen,Entertainment,2018-07-08,11.45.0,4.4,8,7,2018,0.0
920,A&E - Watch Full Episodes of TV Shows,ENTERTAINMENT,4.0,29706000000,19456,1000000,Free,0.0,Teen,Entertainment,2018-07-16,3.1.4,4.4,16,7,2018,0.0
921,The CW,ENTERTAINMENT,4.4,288150000000,21504,5000000,Free,0.0,Teen,Entertainment,2018-07-23,2.17,4.4,23,7,2018,0.0
922,BET NOW - Watch Shows,ENTERTAINMENT,4.2,14807000000,19456,1000000,Free,0.0,Teen,Entertainment,2018-07-08,11.45.0,4.4,8,7,2018,0.0
927,Lifetime - Watch Full Episodes & Original Movies,ENTERTAINMENT,4.0,35928000000,19456,1000000,Free,0.0,Teen,Entertainment,2018-07-16,3.1.4,4.4,16,7,2018,0.0
928,SeriesGuide – Show & Movie Manager,ENTERTAINMENT,4.3,64448000000,4505,1000000,Free,0.0,Mature 17+,Entertainment,2018-07-21,43,4.0,21,7,2018,0.0
929,Comedy Central,ENTERTAINMENT,3.9,22378000000,19456,1000000,Free,0.0,Teen,Entertainment,2018-07-08,11.45.0,4.4,8,7,2018,0.0
